Linux 4.4.0-53-generic (ip-172-31-13-35) 	12/28/2016 	_x86_64_	(8 CPU)

03:52:53 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
03:52:54 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:52:55 AM     all      0.00      0.00      0.00      0.00      0.13     99.87
03:52:56 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:52:57 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:52:58 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:52:59 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:53:00 AM     all     12.58      0.00      3.52      0.00      0.00     83.90
03:53:01 AM     all      4.01      0.00      8.51      0.00      0.00     87.48
03:53:02 AM     all      4.62      0.00      8.00      0.00      0.00     87.38
03:53:03 AM     all      4.25      0.00      8.50      0.00      0.00     87.25
03:53:04 AM     all      3.88      0.00      8.64      0.00      0.00     87.48
03:53:05 AM     all     16.22      0.00     10.30      0.13      0.13     73.23
03:53:06 AM     all     27.66      0.00     11.34      1.80      0.28     58.92
03:53:07 AM     all     50.14      0.00     13.69      0.41      0.27     35.50
03:53:08 AM     all     53.50      0.00     13.72      0.14      0.14     32.51
03:53:09 AM     all     37.95      0.00     11.77      0.42      0.42     49.45
03:53:10 AM     all     19.72      0.00      8.45      0.42      0.28     71.13
03:53:11 AM     all     22.08      0.00      2.39      1.41      0.42     73.70
03:53:12 AM     all      5.19      0.00      0.93     13.18      0.13     80.56
03:53:13 AM     all     10.12      0.00      1.23      7.39      0.41     80.85
03:53:14 AM     all     12.22      0.00      2.56      0.28      0.28     84.66
03:53:15 AM     all     12.77      0.00      2.13      0.28      0.28     84.54
03:53:16 AM     all     13.19      0.00      2.41      0.14      0.28     83.97
03:53:17 AM     all     13.33      0.00      1.56      0.14      0.71     84.26
03:53:18 AM     all     12.62      0.00      2.70      0.57      0.14     83.97
03:53:19 AM     all     14.75      0.00      1.56      0.28      0.43     82.98
03:53:20 AM     all     12.93      0.00      2.27      0.43      0.28     84.09
03:53:21 AM     all     12.68      0.00      1.85      0.14      0.43     84.90
03:53:22 AM     all     12.77      0.00      1.99      0.28      0.43     84.54
03:53:23 AM     all     13.11      0.00      1.85      0.14      0.14     84.76
03:53:24 AM     all     12.06      0.00      2.55      0.14      0.43     84.82
03:53:25 AM     all     13.19      0.00      2.27      0.28      0.43     83.83
03:53:26 AM     all     12.22      0.00      2.41      0.28      0.28     84.80
03:53:27 AM     all     13.09      0.00      1.71      0.28      0.43     84.50
03:53:28 AM     all     12.20      0.00      2.70      0.14      0.28     84.68
03:53:29 AM     all     12.77      0.00      2.13      0.28      0.43     84.40
03:53:30 AM     all     12.50      0.00      2.27      0.14      0.43     84.66
03:53:31 AM     all     13.62      0.00      1.28      0.28      0.28     84.54
03:53:32 AM     all     12.20      0.00      2.55      0.28      0.43     84.54
03:53:33 AM     all     15.55      0.00      1.00      0.29      0.43     82.74
03:53:34 AM     all     12.23      0.00      2.42      0.28      0.28     84.78
03:53:35 AM     all     13.48      0.00      1.42      0.28      0.43     84.40
03:53:36 AM     all     14.10      0.00      1.99      0.00      0.43     83.48
03:53:37 AM     all     13.17      0.00      1.84      0.28      0.28     84.42
03:53:38 AM     all      9.37      0.00      1.38      6.34      0.41     82.51
03:53:39 AM     all      5.22      0.00      0.65     12.52      0.13     81.49
03:53:40 AM     all      1.78      0.00      0.38     12.47      0.00     85.37
03:53:41 AM     all      3.21      0.00      0.39     12.60      0.26     83.55
03:53:42 AM     all      1.66      0.00      0.38     12.37      0.13     85.46
03:53:43 AM     all      2.70      0.00      0.13     21.49      0.13     75.55
03:53:44 AM     all      1.40      0.00      0.13     22.34      0.13     76.02
03:53:45 AM     all      0.00      0.00      0.00     21.20      0.00     78.80
03:53:46 AM     all      1.14      0.00      0.13     14.10      0.13     84.50
03:53:47 AM     all      0.13      0.00      0.00     24.53      0.00     75.35
03:53:48 AM     all      1.15      0.00      0.13     18.96      0.13     79.64
03:53:49 AM     all      0.00      0.00      0.00     12.16      0.13     87.72
03:53:50 AM     all      0.13      0.00      0.00     12.28      0.00     87.59
03:53:51 AM     all      0.00      0.00      0.00     12.17      0.13     87.70
03:53:52 AM     all      0.00      0.00      0.00     12.30      0.00     87.70
03:53:53 AM     all      0.13      0.00      0.00     12.27      0.13     87.48
03:53:54 AM     all      0.00      0.00      0.13     17.11      0.00     82.77
03:53:55 AM     all      0.00      0.00      0.00     20.83      0.00     79.17
03:53:56 AM     all      0.13      0.00      0.00     12.27      0.13     87.48
03:53:57 AM     all      0.00      0.00      0.00     12.27      0.13     87.61
03:53:58 AM     all      0.00      0.00      0.13     12.17      0.00     87.70
