Linux 4.4.0-53-generic (ip-172-31-13-35) 	12/28/2016 	_x86_64_	(8 CPU)

04:47:28 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
04:47:29 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
04:47:30 AM     all      0.12      0.00      0.00      0.12      0.00     99.75
04:47:31 AM     all      0.00      0.00      0.12      0.00      0.00     99.88
04:47:32 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
04:47:33 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
04:47:34 AM     all      0.00      0.00      0.12      0.00      0.00     99.88
04:47:35 AM     all      0.12      0.00      0.00      0.00      0.00     99.88
04:47:36 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
04:47:37 AM     all      0.12      0.00      0.00      0.00      0.00     99.88
04:47:38 AM     all     18.66      0.00      5.67      0.00      0.00     75.66
04:47:39 AM     all     14.75      0.00     10.25      0.00      0.00     75.00
04:47:40 AM     all      3.91      0.00      9.21     11.35      0.13     75.41
04:47:41 AM     all      4.52      0.00      8.17     12.19      0.00     75.13
04:47:42 AM     all      4.40      0.00      8.18     12.08      0.00     75.35
04:47:43 AM     all     23.58      0.00     10.62      4.79      0.13     60.88
04:47:44 AM     all     21.98      0.00     15.15      0.54      0.27     62.06
04:47:45 AM     all     49.33      0.00     13.40      0.40      0.13     36.73
04:47:46 AM     all     56.51      0.00     12.08      0.40      0.27     30.74
04:47:47 AM     all     22.25      0.00     12.91      0.82      0.27     63.74
04:47:48 AM     all     16.46      0.00      8.92      0.55      0.27     73.80
04:47:49 AM     all     20.87      0.00      4.37      0.68      0.27     73.81
04:47:50 AM     all     13.86      0.00      4.48      0.54      0.14     80.98
04:47:51 AM     all     14.93      0.00      5.87      0.67      0.40     78.13
04:47:52 AM     all     14.84      0.00      3.33      0.69      0.14     81.00
04:47:53 AM     all     15.64      0.00      3.21      0.70      0.28     80.17
04:47:54 AM     all     15.78      0.00      4.66      0.55      0.27     78.74
04:47:55 AM     all     15.96      0.00      4.68      0.55      0.41     78.40
04:47:56 AM     all     16.30      0.00      4.18      0.84      0.14     78.55
04:47:57 AM     all     16.90      0.00      2.56      0.57      0.43     79.55
04:47:58 AM     all     17.47      0.00      2.56      0.71      0.28     78.98
04:47:59 AM     all     16.45      0.00      2.70      0.57      0.28     80.00
04:48:00 AM     all     17.13      0.00      3.06      0.84      0.28     78.69
04:48:01 AM     all     16.34      0.00      2.41      0.71      0.43     80.11
04:48:02 AM     all     14.87      0.00      3.96      0.55      0.27     80.35
04:48:03 AM     all     15.62      0.00      4.60      0.70      0.14     78.94
04:48:04 AM     all     16.95      0.00      1.85      0.71      0.28     80.20
04:48:05 AM     all     16.83      0.00      2.85      0.57      0.29     79.46
04:48:06 AM     all     17.54      0.00      2.26      0.57      0.28     79.35
04:48:07 AM     all     17.35      0.00      2.68      0.56      0.28     79.13
04:48:08 AM     all     17.77      0.00      3.99      0.55      0.14     77.55
04:48:09 AM     all      7.33      0.00      0.90     12.08      0.13     79.56
04:48:10 AM     all      2.93      0.00     10.20     12.24      0.13     74.49
04:48:11 AM     all      4.70      0.00      1.17     13.45      0.13     80.55
04:48:12 AM     all      4.82      0.00      0.91     13.15      0.26     80.86
04:48:13 AM     all      5.50      0.00      3.15     13.63      0.13     77.59
04:48:14 AM     all     13.55      0.00      1.40      4.75      0.14     80.17
04:48:15 AM     all     16.12      0.00      2.71      0.57      0.43     80.17
04:48:16 AM     all     17.40      0.00      2.97      0.85      0.28     78.50
04:48:17 AM     all     18.49      0.00      3.13      0.57      0.28     77.52
04:48:18 AM     all     17.02      0.00      2.41      0.28      0.28     80.00
04:48:19 AM     all     14.94      0.00      2.13      0.85      0.28     81.79
04:48:20 AM     all     14.67      0.00      2.28      0.43      0.43     82.19
04:48:21 AM     all     16.14      0.00      2.29      0.57      0.29     80.71
04:48:22 AM     all     17.14      0.00      3.00      0.43      0.14     79.29
04:48:23 AM     all     16.69      0.00      3.11      0.28      0.42     79.49
04:48:24 AM     all     16.01      0.00      2.55      0.42      0.28     80.74
04:48:25 AM     all     16.90      0.00      2.11      0.70      0.14     80.14
04:48:26 AM     all     16.39      0.00      2.94      0.28      0.42     79.97
04:48:27 AM     all     15.61      0.00      2.67      0.14      0.28     81.29
04:48:28 AM     all     16.92      0.00      2.38      0.42      0.14     80.14
04:48:29 AM     all     16.46      0.00      2.79      0.42      0.28     80.06
04:48:30 AM     all     16.53      0.00      2.10      0.28      0.14     80.95
04:48:31 AM     all     13.18      0.00      1.82      0.42      0.28     84.29
04:48:32 AM     all     16.74      0.00      2.37      0.42      0.28     80.20
04:48:33 AM     all     17.06      0.00      2.10      0.42      0.14     80.28
04:48:34 AM     all     16.22      0.00      2.52      0.56      0.28     80.42
04:48:35 AM     all     15.92      0.00      3.52      0.56      0.28     79.72
04:48:36 AM     all     17.50      0.00      2.56      0.57      0.28     79.09
04:48:37 AM     all     16.26      0.00      2.57      0.57      0.43     80.17
04:48:38 AM     all     16.41      0.00      3.68      0.57      0.14     79.21
04:48:39 AM     all     16.83      0.00      2.69      0.57      0.28     79.63
04:48:40 AM     all     16.86      0.00      2.57      0.43      0.29     79.86
04:48:41 AM     all     14.02      0.00      2.00      0.57      0.43     82.98
04:48:42 AM     all     15.53      0.00      2.42      0.28      0.28     81.48
04:48:43 AM     all     23.93      0.00      3.87      0.72      0.29     71.20
04:48:44 AM     all     15.57      0.00      2.46      6.15      0.27     75.55
04:48:45 AM     all      0.00      0.00      0.00     11.95      0.00     88.05
04:48:46 AM     all      0.00      0.00      0.00     12.06      0.00     87.94
04:48:47 AM     all      0.00      0.00      0.13     12.16      0.13     87.59
04:48:48 AM     all      0.13      0.00      0.00     12.06      0.00     87.81
04:48:49 AM     all      0.00      0.00      0.00     12.06      0.00     87.94
04:48:50 AM     all      0.00      0.00      0.13     12.06      0.00     87.81
04:48:51 AM     all      0.00      0.00      0.00     12.06      0.13     87.81
04:48:52 AM     all      3.08      0.00      2.06     11.31      0.13     83.42
04:48:53 AM     all     12.64      0.00      2.41      0.28      0.28     84.38
04:48:54 AM     all     12.68      0.00      2.28      0.28      0.28     84.47
04:48:55 AM     all     12.96      0.00      1.99      0.43      0.28     84.33
04:48:56 AM     all     12.98      0.00      1.71      0.57      0.29     84.45
04:48:57 AM     all     12.57      0.00      2.14      0.29      0.29     84.71
04:48:58 AM     all     13.55      0.00      2.43      0.43      0.29     83.31
04:48:59 AM     all     16.93      0.00      2.56      0.57      0.43     79.52
04:49:00 AM     all     14.79      0.00      2.28      0.43      0.28     82.22
04:49:01 AM     all     15.14      0.00      2.43      0.29      0.29     81.86
04:49:02 AM     all     15.86      0.00      2.00      0.57      0.43     81.14
04:49:03 AM     all     16.60      0.00      2.70      0.43      0.28     80.00
04:49:04 AM     all     15.29      0.00      3.00      0.57      0.14     81.00
04:49:05 AM     all     15.72      0.00      3.40      0.42      0.42     80.03
04:49:06 AM     all     18.14      0.00      2.39      0.56      0.28     78.62
04:49:07 AM     all     16.60      0.00      2.41      0.57      0.28     80.14
04:49:08 AM     all     17.09      0.00      2.94      0.84      0.28     78.85
04:49:09 AM     all     14.71      0.00      2.26      0.57      0.28     82.18
04:49:10 AM     all     13.87      0.00      3.05      0.55      0.28     82.25
04:49:11 AM     all     16.27      0.00      3.62      0.83      0.14     79.14
04:49:12 AM     all     16.81      0.00      2.80      0.70      0.28     79.41
04:49:13 AM     all     16.30      0.00      5.30      0.82      0.14     77.45
04:49:14 AM     all     15.03      0.00      4.51      0.82      0.27     79.37
04:49:15 AM     all     16.11      0.00      2.38      0.42      0.28     80.81
04:49:16 AM     all     16.10      0.00      2.82      0.56      0.28     80.23
