Linux 4.4.0-53-generic (ip-172-31-13-35) 	12/28/2016 	_x86_64_	(8 CPU)

04:26:37 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
04:26:38 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
04:26:39 AM     all      0.00      0.00      0.12      0.00      0.00     99.88
04:26:40 AM     all      4.38      0.00      0.38      0.00      0.00     95.24
04:26:41 AM     all     10.40      0.00      6.27      0.00      0.00     83.33
04:26:42 AM     all      3.75      0.00      8.89      0.00      0.00     87.36
04:26:43 AM     all      4.63      0.00      7.88      0.00      0.00     87.48
04:26:44 AM     all      4.12      0.00      8.38      0.00      0.00     87.50
04:26:45 AM     all      4.39      0.00      8.16      0.00      0.00     87.45
04:26:46 AM     all     30.30      0.00     11.46      0.26      0.26     57.71
04:26:47 AM     all     27.15      0.00     14.32      0.27      0.27     57.98
04:26:48 AM     all     54.57      0.00     13.44      0.54      0.13     31.32
04:26:49 AM     all     50.53      0.00     13.77      0.40      0.27     35.03
04:26:50 AM     all     22.98      0.00     12.95      0.84      0.14     63.09
04:26:51 AM     all     18.26      0.00      3.93      0.84      0.42     76.54
04:26:52 AM     all     21.43      0.00      4.81      0.69      0.14     72.94
04:26:53 AM     all     15.32      0.00      4.65      0.55      0.27     79.21
04:26:54 AM     all     16.15      0.00      5.02      0.54      0.27     78.02
04:26:55 AM     all     15.41      0.00      5.14      0.81      0.27     78.38
04:26:56 AM     all     16.27      0.00      3.09      0.56      0.28     79.80
04:26:57 AM     all     15.80      0.00      4.06      0.84      0.28     79.02
04:26:58 AM     all     18.81      0.00      7.04      0.68      0.27     73.21
04:26:59 AM     all     25.54      0.00      7.26      0.81      0.40     65.99
04:27:00 AM     all     13.27      0.00      4.24     15.05      0.14     67.31
04:27:01 AM     all     11.66      0.00      2.11     17.28      0.28     68.68
04:27:02 AM     all     11.55      0.00      2.82     17.18      0.28     68.17
04:27:03 AM     all     21.94      0.00      6.33     16.96      0.13     54.64
04:27:04 AM     all     11.30      0.00      2.26     17.23      0.42     68.79
04:27:05 AM     all     12.98      0.00      1.57      1.00      0.29     84.17
04:27:06 AM     all     13.14      0.00      1.55      0.85      0.28     84.18
04:27:07 AM     all     12.94      0.00      1.83      0.70      0.28     84.25
04:27:08 AM     all     12.98      0.00      1.69      0.99      0.28     84.06
04:27:09 AM     all     13.36      0.00      1.69      0.70      0.28     83.97
04:27:10 AM     all     12.92      0.00      1.69      0.70      0.14     84.55
04:27:11 AM     all     14.65      0.00      2.25      0.85      0.28     81.97
04:27:12 AM     all     14.91      0.00      1.97      0.56      0.42     82.14
04:27:13 AM     all     15.31      0.00      3.17      0.69      0.28     80.55
04:27:14 AM     all     12.78      0.00      1.97      0.70      0.28     84.27
04:27:15 AM     all     15.43      0.00      4.47      0.81      0.14     79.16
04:27:16 AM     all     15.35      0.00      4.62      0.41      0.14     79.48
04:27:17 AM     all     16.08      0.00      2.80      0.56      0.42     80.14
04:27:18 AM     all     16.64      0.00      4.26      0.69      0.28     78.13
04:27:19 AM     all     16.93      0.00      2.28      9.82      0.28     70.70
04:27:20 AM     all      4.35      0.00      1.53     12.40      0.13     81.59
04:27:21 AM     all      4.43      0.00      1.30     12.52      0.00     81.75
