Linux 4.4.0-53-generic (ip-172-31-13-35) 	12/28/2016 	_x86_64_	(8 CPU)

02:38:56 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
02:38:57 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
02:38:58 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
02:38:59 AM     all      0.12      0.00      0.00      0.00      0.00     99.88
02:39:00 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
02:39:01 AM     all     12.09      0.00      3.53      0.00      0.00     84.38
02:39:02 AM     all      4.38      0.00      8.25      0.00      0.00     87.38
02:39:03 AM     all      3.88      0.00      8.65      0.00      0.00     87.47
02:39:04 AM     all      4.50      0.00      8.12      0.00      0.00     87.38
02:39:05 AM     all      3.63      0.00      9.01      0.00      0.00     87.36
02:39:06 AM     all     17.93      0.00     10.12      0.26      0.00     71.70
02:39:07 AM     all     25.98      0.00     13.80      0.27      0.41     59.54
02:39:08 AM     all     32.03      0.00     14.80      0.81      0.13     52.22
02:39:09 AM     all     58.17      0.00     14.74      0.40      0.40     26.29
02:39:10 AM     all     32.66      0.00     14.52      0.67      0.13     52.02
02:39:11 AM     all     17.03      0.00     10.30      0.69      0.27     71.70
02:39:12 AM     all     14.18      0.00      2.55      0.85      0.28     82.13
02:39:13 AM     all     13.27      0.00      2.28      0.57      0.43     83.45
02:39:14 AM     all     14.55      0.00      2.40      0.71      0.28     82.06
02:39:15 AM     all     15.85      0.00      2.45      0.58      0.29     80.84
02:39:16 AM     all     17.41      0.00      1.73      0.72      0.43     79.71
02:39:17 AM     all     17.05      0.00      3.69      0.57      0.28     78.41
02:39:18 AM     all     17.06      0.00      4.20      0.70      0.28     77.76
02:39:19 AM     all     15.43      0.00      2.57      0.43      0.43     81.14
02:39:20 AM     all     15.71      0.00      3.09      0.84      0.28     80.08
02:39:21 AM     all     18.21      0.00      2.42      0.71      0.14     78.52
02:39:22 AM     all     17.05      0.00      2.98      0.71      0.28     78.98
02:39:23 AM     all     17.26      0.00      3.71      0.86      0.29     77.89
02:39:24 AM     all     17.78      0.00      2.84      0.43      0.43     78.52
02:39:25 AM     all     16.64      0.00      2.58      0.43      0.43     79.91
02:39:26 AM     all     17.10      0.00      2.30      0.43      0.29     79.89
02:39:27 AM     all     16.14      0.00      2.57      0.71      0.29     80.29
02:39:28 AM     all     16.05      0.00      3.01      0.43      0.43     80.09
02:39:29 AM     all     16.38      0.00      2.73      0.57      0.43     79.89
02:39:30 AM     all     12.86      0.00      2.57      0.57      0.29     83.71
02:39:31 AM     all     17.02      0.00      2.72      0.43      0.29     79.54
02:39:32 AM     all     17.50      0.00      2.44      0.43      0.29     79.34
02:39:33 AM     all     16.36      0.00      2.70      0.85      0.57     79.52
02:39:34 AM     all     23.78      0.00      3.89      0.86      0.00     71.47
02:39:35 AM     all     21.38      0.00      5.49      2.53      0.42     70.18
02:39:36 AM     all      1.13      0.00     11.56     11.93      0.13     75.25
