Linux 4.4.0-53-generic (ip-172-31-13-35) 	12/28/2016 	_x86_64_	(8 CPU)

02:04:11 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
02:04:12 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
02:04:13 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
02:04:14 AM     all      6.79      0.00      0.50      0.00      0.00     92.70
02:04:15 AM     all      7.79      0.00      7.04      0.00      0.00     85.18
02:04:16 AM     all      3.51      0.00      9.02      0.00      0.00     87.47
02:04:17 AM     all      3.38      0.00      9.12      0.00      0.00     87.50
02:04:18 AM     all      4.12      0.00      8.50      0.00      0.00     87.38
02:04:19 AM     all      3.51      0.00      9.02      0.00      0.00     87.47
02:04:20 AM     all     30.47      0.00     11.68      0.27      0.27     57.32
02:04:21 AM     all     29.58      0.00     10.69      0.28      0.28     59.17
02:04:22 AM     all     43.92      0.00     13.24      0.27      0.27     42.30
02:04:23 AM     all     57.41      0.00     13.34      0.13      0.27     28.84
02:04:24 AM     all     24.31      0.00     11.81      0.42      0.28     63.19
02:04:25 AM     all     14.08      0.00      3.80      0.14      0.28     81.69
02:04:26 AM     all     13.90      0.00      1.97      0.42      0.28     83.43
02:04:27 AM     all     12.92      0.00      2.53      0.28      0.42     83.85
02:04:28 AM     all     12.64      0.00      1.99      0.14      0.28     84.94
02:04:29 AM     all     13.56      0.00      1.98      0.42      0.42     83.62
02:04:30 AM     all     13.31      0.00      2.12      0.28      0.28     83.99
02:04:31 AM     all     14.25      0.00      2.54      0.71      0.42     82.09
02:04:32 AM     all     13.05      0.00      1.70      0.43      0.28     84.54
02:04:33 AM     all     12.68      0.00      1.99      0.43      0.28     84.62
02:04:34 AM     all     12.55      0.00      2.00      0.14      0.43     84.88
02:04:35 AM     all      9.90      0.00      1.93      5.64      0.28     82.26
02:04:36 AM     all      0.13      0.00      0.00     12.17      0.00     87.70
02:04:37 AM     all      0.00      0.00      0.00     12.16      0.13     87.72
02:04:38 AM     all      1.39      0.00      0.13     12.67      0.13     85.68
02:04:39 AM     all      0.00      0.00      0.00     12.19      0.00     87.81
02:04:40 AM     all      0.00      0.00      0.00     12.30      0.00     87.70
02:04:41 AM     all      0.00      0.00      0.00     12.16      0.13     87.72
02:04:42 AM     all      0.00      0.00      0.00     12.30      0.00     87.70
02:04:43 AM     all      0.00      0.00      0.00     12.17      0.00     87.83
02:04:44 AM     all      1.27      0.00      0.13     13.07      0.13     85.41
02:04:45 AM     all      0.00      0.00      0.00     12.19      0.00     87.81
02:04:46 AM     all      0.00      0.00      0.00     12.30      0.00     87.70
02:04:47 AM     all      0.38      0.00      0.00     13.03      0.13     86.47
02:04:48 AM     all      1.02      0.00      0.38     12.48      0.00     86.11
02:04:49 AM     all      1.27      0.00      0.13     12.69      0.13     85.79
02:04:50 AM     all      4.29      0.00      0.78      8.31      0.13     86.49
02:04:51 AM     all     12.11      0.00      2.25      0.28      0.28     85.07
02:04:52 AM     all     13.08      0.00      1.97      0.98      0.42     83.54
02:04:53 AM     all      4.89      0.00      1.06     13.10      0.00     80.95
02:04:54 AM     all      5.54      0.00      0.79     13.98      0.13     79.55
02:04:55 AM     all      2.95      0.00      0.26     12.82      0.13     83.85
02:04:56 AM     all      2.44      0.00      0.51     12.56      0.26     84.23
02:04:57 AM     all      4.20      0.00      0.92     12.47      0.00     82.41
02:04:58 AM     all     13.12      0.00      1.71      0.43      0.29     84.45
02:04:59 AM     all     13.07      0.00      1.99      0.57      0.43     83.95
02:05:00 AM     all     13.60      0.00      1.70      0.28      0.28     84.14
02:05:01 AM     all     12.46      0.00      1.98      0.42      0.28     84.84
02:05:02 AM     all     13.30      0.00      1.84      0.99      0.28     83.59
02:05:03 AM     all     12.71      0.00      1.84      0.56      0.42     84.46
02:05:04 AM     all     12.50      0.00      2.27      0.28      0.43     84.52
02:05:05 AM     all     12.52      0.00      1.99      0.71      0.28     84.50
02:05:06 AM     all     13.29      0.00      1.71      0.57      0.29     84.14
02:05:07 AM     all     12.98      0.00      2.14      0.29      0.43     84.17
02:05:08 AM     all     12.82      0.00      2.14      0.57      0.28     84.19
02:05:09 AM     all     12.18      0.00      2.55      0.28      0.42     84.56
02:05:10 AM     all     13.14      0.00      2.29      0.29      0.14     84.14
02:05:11 AM     all     12.78      0.00      1.99      0.28      0.57     84.38
02:05:12 AM     all     13.43      0.00      2.43      0.43      0.29     83.43
02:05:13 AM     all     13.09      0.00      2.28      0.28      0.43     83.93
02:05:14 AM     all     13.07      0.00      1.99      0.28      0.28     84.38
02:05:15 AM     all     13.01      0.00      1.84      0.28      0.42     84.44
02:05:16 AM     all     13.60      0.00      2.41      0.28      0.28     83.43
02:05:17 AM     all     13.68      0.00      1.28      0.57      0.43     84.05
02:05:18 AM     all     12.62      0.00      1.99      0.57      0.28     84.54
02:05:19 AM     all     13.49      0.00      1.56      0.43      0.43     84.09
02:05:20 AM     all     12.91      0.00      1.84      0.57      0.28     84.40
02:05:21 AM     all     12.82      0.00      2.14      0.43      0.43     84.19
02:05:22 AM     all     12.62      0.00      2.41      0.28      0.28     84.40
02:05:23 AM     all     12.89      0.00      2.12      0.85      0.28     83.85
02:05:24 AM     all     13.17      0.00      1.84      0.28      0.28     84.42
02:05:25 AM     all     13.74      0.00      1.98      0.42      0.42     83.43
02:05:26 AM     all     12.59      0.00      2.12      0.42      0.14     84.72
02:05:27 AM     all     13.06      0.00      2.11      0.56      0.42     83.85
02:05:28 AM     all      7.18      0.00      1.08     13.28      0.27     78.18
02:05:29 AM     all      4.02      0.00      0.78     13.21      0.13     81.87
02:05:30 AM     all      2.32      0.00      0.51     12.61      0.13     84.43
02:05:31 AM     all      2.31      0.00      0.64     12.71      0.13     84.21
02:05:32 AM     all      2.45      0.00      0.39     12.50      0.00     84.66
02:05:33 AM     all      1.15      0.00      0.00     12.72      0.13     86.01
02:05:34 AM     all      3.78      0.00      0.65     13.02      0.13     82.42
02:05:35 AM     all      2.58      0.00      0.64     13.92      0.13     82.73
02:05:36 AM     all      1.27      0.00      0.25     12.56      0.00     85.91
02:05:37 AM     all      0.00      0.00      0.00     12.17      0.13     87.70
02:05:38 AM     all      0.00      0.00      0.00     12.27      0.13     87.61
02:05:39 AM     all      0.00      0.00      0.13     12.17      0.00     87.70
02:05:40 AM     all      0.00      0.00      0.00     12.17      0.00     87.83
02:05:41 AM     all      0.00      0.00      0.00     12.30      0.00     87.70
02:05:42 AM     all      1.02      0.00      0.38     13.85      0.13     84.63
02:05:43 AM     all      0.00      0.00      0.00     12.19      0.00     87.81
02:05:44 AM     all      0.25      0.00      0.00     12.12      0.12     87.50
02:05:45 AM     all      0.00      0.00      0.00     12.31      0.00     87.69
02:05:46 AM     all      0.00      0.00      0.00     12.28      0.00     87.72
02:05:47 AM     all      0.00      0.00      0.00     12.19      0.00     87.81
02:05:48 AM     all      0.00      0.00      0.00     12.27      0.13     87.61
02:05:49 AM     all      0.00      0.00      0.00     12.19      0.00     87.81
02:05:50 AM     all      0.00      0.00      0.00     12.17      0.00     87.83
02:05:51 AM     all      1.14      0.00      0.38     12.82      0.13     85.53
02:05:52 AM     all      0.00      0.00      0.00     12.17      0.00     87.83
02:05:53 AM     all      0.00      0.00      0.00     12.28      0.00     87.72
02:05:54 AM     all      0.13      0.00      0.00     12.28      0.13     87.47
02:05:55 AM     all      0.00      0.00      0.00     12.19      0.00     87.81
02:05:56 AM     all      2.57      0.00      0.26     19.69      0.13     77.35
02:05:57 AM     all      8.16      0.00      1.36      8.84      0.14     81.50
02:05:58 AM     all     13.12      0.00      1.43      0.29      0.43     84.74
02:05:59 AM     all     13.56      0.00      1.41      0.42      0.28     84.32
02:06:00 AM     all     12.98      0.00      1.69      0.42      0.28     84.63
02:06:01 AM     all     13.05      0.00      1.56      0.43      0.14     84.82
02:06:02 AM     all     12.57      0.00      2.12      1.27      0.71     83.33
02:06:03 AM     all     12.61      0.00      1.98      0.42      0.28     84.70
02:06:04 AM     all     12.99      0.00      2.26      0.42      0.28     84.04
02:06:05 AM     all     13.84      0.00      1.55      0.42      0.42     83.76
02:06:06 AM     all     13.39      0.00      1.57      0.43      0.28     84.33
02:06:07 AM     all     12.27      0.00      2.28      0.14      0.43     84.88
02:06:08 AM     all     12.25      0.00      2.56      0.43      0.28     84.47
02:06:09 AM     all     14.71      0.00      1.70      0.28      0.42     82.89
02:06:10 AM     all     12.82      0.00      2.14      0.43      0.28     84.33
02:06:11 AM     all     13.35      0.00      2.13      0.71      0.28     83.52
02:06:12 AM     all     11.49      0.00      2.27      5.11      0.43     80.71
02:06:13 AM     all     12.87      0.00      2.12      0.57      0.42     84.02
02:06:14 AM     all     14.20      0.00      1.85      0.43      0.43     83.10
