Linux 4.4.0-53-generic (ip-172-31-13-35) 	12/28/2016 	_x86_64_	(8 CPU)

03:41:35 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
03:41:36 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:41:37 AM     all      0.00      0.00      0.00      0.12      0.00     99.88
03:41:38 AM     all     13.21      0.00      3.77      0.00      0.00     83.02
03:41:39 AM     all      3.88      0.00      8.64      0.00      0.00     87.48
03:41:40 AM     all      4.25      0.00      8.38      0.00      0.00     87.38
03:41:41 AM     all      3.88      0.00      8.75      0.00      0.00     87.38
03:41:42 AM     all      4.02      0.00      8.53      0.00      0.00     87.45
03:41:43 AM     all     19.23      0.00      9.29      0.13      0.13     71.23
03:41:44 AM     all     27.17      0.00     11.86      0.41      0.28     60.28
03:41:45 AM     all     50.81      0.00     12.70      0.27      0.14     36.08
03:41:46 AM     all     53.72      0.00     14.21      0.14      0.27     31.66
03:41:47 AM     all     27.77      0.00     11.50      0.70      0.28     59.75
03:41:48 AM     all     16.88      0.00      7.67      0.28      0.42     74.76
03:41:49 AM     all     21.66      0.00      2.11      0.28      0.14     75.81
03:41:50 AM     all     13.74      0.00      2.81      0.28      0.28     82.89
03:41:51 AM     all     12.73      0.00      1.84      0.14      0.42     84.87
03:41:52 AM     all     12.62      0.00      1.99      0.14      0.28     84.96
03:41:53 AM     all     13.10      0.00      1.97      0.28      0.42     84.23
03:41:54 AM     all     13.07      0.00      1.99      0.28      0.14     84.52
03:41:55 AM     all     12.89      0.00      1.84      0.14      0.14     84.99
03:41:56 AM     all     12.92      0.00      1.97      0.42      0.84     83.85
03:41:57 AM     all     12.61      0.00      1.98      0.28      0.14     84.99
03:41:58 AM     all     12.61      0.00      1.98      0.42      0.42     84.56
03:41:59 AM     all     12.15      0.00      2.26      0.28      0.28     85.03
03:42:00 AM     all     13.17      0.00      1.70      0.14      0.14     84.84
03:42:01 AM     all     12.41      0.00      2.26      0.00      0.42     84.91
03:42:02 AM     all     12.99      0.00      1.69      0.71      0.42     84.18
03:42:03 AM     all     12.78      0.00      1.85      0.28      0.43     84.66
03:42:04 AM     all     12.84      0.00      1.85      0.29      0.14     84.88
03:42:05 AM     all     12.78      0.00      1.85      0.14      0.43     84.80
